NU_ANO,NU_IDADE,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_LC,NU_NOTA_MT,SG_UF_PROVA,TP_PRESENCA_D1,TP_PRESENCA_D2,TP_SEXO
2015,26.0,641.4,410.3,571.3,576.7,São Paulo,1,1,F
2015,26.0,,,,,Rio Grande do Sul,0,0,M
2015,21.0,504.9,489.1,363.9,508.6,Bahia,1,1,F
2015,28.0,,,,,São Paulo,0,0,F
2015,24.0,628.2,449.6,489.0,464.9,Ceará,1,1,M
2015,19.0,615.3,513.3,581.7,514.1,Pará,1,1,M
2015,21.0,691.8,615.4,628.5,706.2,São Paulo,1,1,F
2015,19.0,631.4,533.5,577.9,398.9,Bahia,1,1,M
2015,23.0,,,,,São Paulo,0,0,F
2015,20.0,551.1,436.6,521.5,450.6,Paraíba,1,1,F
2015,26.0,,,,,Minas Gerais,0,0,M
2015,21.0,,,,,São Paulo,0,0,F
2015,26.0,585.9,589.3,529.5,501.0,Paraná,1,1,M
2015,18.0,585.5,525.5,553.4,451.3,Rio Grande do Sul,1,1,F
2015,24.0,668.5,481.3,647.0,517.8,Rio de Janeiro,1,1,M
2015,24.0,625.6,550.7,585.7,494.0,Rio de Janeiro,1,1,M
2015,15.0,545.0,380.9,508.0,486.6,Ceará,1,1,F
2015,21.0,559.1,398.2,416.2,456.2,Goiás,1,1,M
2015,32.0,,,,,Minas Gerais,0,0,F
2015,22.0,639.9,597.9,477.2,707.3,São Paulo,1,1,M
2015,21.0,,,,,São Paulo,0,0,M
2015,26.0,,,,,Rio de Janeiro,0,0,M
2015,20.0,,,,,São Paulo,0,0,F
2015,21.0,581.5,589.3,633.2,654.0,Rio de Janeiro,1,1,F
2015,18.0,541.8,461.2,498.1,467.6,Pernambuco,1,1,F
2015,18.0,660.2,632.5,541.6,784.1,Minas Gerais,1,1,M
2015,20.0,586.8,540.6,491.0,381.1,Paraíba,1,1,F
2015,17.0,544.1,581.6,532.6,549.3,Alagoas,1,1,M
2015,21.0,624.9,500.0,600.2,518.1,São Paulo,1,1,F
2015,24.0,530.7,523.1,545.5,446.4,São Paulo,1,1,M
2015,21.0,649.3,720.7,593.4,764.0,Rio de Janeiro,1,1,M
2015,30.0,655.8,578.4,547.8,576.8,Minas Gerais,1,1,M
2015,24.0,532.1,370.9,,,Goiás,1,0,M
2015,20.0,607.3,464.8,534.7,506.2,Paraná,1,1,F
2015,21.0,,,,,São Paulo,0,0,F
2015,20.0,,,,,Minas Gerais,0,0,M
2015,20.0,640.9,507.4,609.9,568.3,Paraná,1,1,F
2015,31.0,712.4,698.0,614.7,371.1,Pará,1,1,M
2015,27.0,510.5,449.7,542.6,522.9,Pernambuco,1,1,M
2015,19.0,578.3,535.0,483.5,320.9,Goiás,1,1,F
2015,19.0,681.2,651.6,687.9,638.7,Minas Gerais,1,1,M
2015,34.0,610.8,499.9,578.8,447.5,São Paulo,1,1,F
2015,24.0,506.1,468.6,479.6,433.2,Alagoas,1,1,F
2015,18.0,562.0,475.7,567.2,430.9,São Paulo,1,1,F
2015,38.0,523.1,544.6,535.4,399.2,Paraná,1,1,F
2015,20.0,,,,,São Paulo,0,0,F
2015,26.0,,,,,Minas Gerais,0,0,M
2015,25.0,491.3,503.6,511.0,464.5,São Paulo,1,1,M
2015,39.0,374.7,438.9,413.5,331.8,Maranhão,1,1,M
2015,21.0,524.2,396.2,515.1,429.1,Minas Gerais,1,1,F
2015,22.0,695.8,610.5,463.1,713.7,Maranhão,1,1,M
2015,18.0,592.3,444.3,540.6,500.7,Bahia,1,1,F
2015,24.0,544.4,481.4,469.9,543.2,Goiás,1,1,F
2015,28.0,,,,,São Paulo,0,0,F
2015,20.0,539.5,515.0,479.0,544.0,Rio de Janeiro,1,1,F
2015,19.0,465.3,443.7,408.1,381.1,Distrito Federal,1,1,M
2015,22.0,573.1,518.3,500.9,401.0,Rio Grande do Norte,1,1,M
2015,25.0,,,,,Paraíba,0,0,F
2015,29.0,,,,,Bahia,0,0,F
2015,21.0,552.9,458.5,472.4,551.3,São Paulo,1,1,F
2015,28.0,649.2,552.2,588.6,660.6,Minas Gerais,1,1,F
2015,16.0,541.0,357.6,505.1,364.3,Bahia,1,1,F
2015,26.0,646.2,647.4,669.9,710.1,Rio Grande do Norte,1,1,F
2015,17.0,561.6,450.7,541.3,461.9,Santa Catarina,1,1,F
2015,18.0,534.4,433.1,529.7,396.3,São Paulo,1,1,F
2015,31.0,628.7,502.4,535.5,406.9,Ceará,1,1,M
2015,32.0,600.6,532.8,575.0,477.0,São Paulo,1,1,M
2015,17.0,565.0,511.1,561.1,441.4,Alagoas,1,1,F
2015,18.0,511.0,481.9,498.3,427.8,Minas Gerais,1,1,M
2015,31.0,580.3,420.2,567.3,563.8,Paraná,1,1,M
2015,31.0,538.9,392.0,455.0,429.3,Minas Gerais,1,1,F
2015,18.0,555.2,400.8,486.3,590.8,São Paulo,1,1,F
2015,18.0,590.8,449.4,508.1,354.1,Rio de Janeiro,1,1,M
2015,22.0,,,,,Distrito Federal,0,0,M
2015,26.0,,,,,São Paulo,0,0,M
2015,30.0,,,,,Rio de Janeiro,0,0,M
2015,27.0,685.8,719.3,620.3,792.2,Rio de Janeiro,1,1,M
2015,19.0,697.6,557.4,642.7,631.5,São Paulo,1,1,M
2015,18.0,547.9,344.4,575.8,439.5,São Paulo,1,1,F
2015,25.0,542.8,459.8,563.3,416.2,Rio de Janeiro,1,1,F
2015,21.0,,,,,São Paulo,0,0,F
2015,23.0,,,,,Ceará,0,0,M
2015,23.0,620.2,406.6,584.7,515.5,Paraíba,1,1,M
2015,30.0,630.7,491.1,506.0,368.9,Rio Grande do Norte,1,1,M
2015,18.0,649.6,505.2,531.0,617.1,Alagoas,1,1,M
2015,18.0,564.0,460.5,552.3,349.5,São Paulo,1,1,F
2015,21.0,582.9,508.2,508.6,530.5,Bahia,1,1,M
2015,26.0,666.2,630.5,621.4,839.7,Minas Gerais,1,1,M
2015,21.0,567.0,488.8,530.7,457.0,Paraná,1,1,M
2015,22.0,617.1,550.9,554.7,807.4,Santa Catarina,1,1,M
2015,16.0,561.7,496.4,504.4,346.6,São Paulo,1,1,F
2015,24.0,,,,,Pernambuco,0,0,M
2015,19.0,571.2,446.0,537.0,421.5,Santa Catarina,1,1,F
2015,23.0,587.8,482.5,544.3,442.6,São Paulo,1,1,F
2015,29.0,486.1,498.5,543.6,404.7,Minas Gerais,1,1,F
2015,18.0,,,,,Santa Catarina,0,0,M
2015,23.0,,,,,Minas Gerais,0,0,F
2015,17.0,,,,,Bahia,0,0,M
2015,33.0,605.2,507.4,502.8,370.5,Bahia,1,1,F
2015,34.0,669.5,552.4,568.4,470.4,Rio Grande do Sul,1,1,M
2015,41.0,,,,,Minas Gerais,0,0,M
2015,29.0,,,,,São Paulo,0,0,F
2015,36.0,,,,,São Paulo,0,0,F
2015,19.0,,,,,Rio de Janeiro,0,0,M
2015,27.0,541.0,380.4,473.6,442.0,São Paulo,1,1,F
2015,19.0,640.5,594.5,620.9,594.1,Rio de Janeiro,1,1,F
2015,29.0,546.4,483.0,501.2,396.0,Paraná,1,1,F
2015,29.0,,,,,Espírito Santo,0,0,M
2015,18.0,608.3,513.0,548.8,370.8,Rio Grande do Sul,1,1,F
2015,20.0,618.3,459.6,561.0,507.0,Alagoas,1,1,M
2015,28.0,422.6,402.5,549.2,369.7,Maranhão,1,1,F
2015,26.0,648.2,558.2,629.0,348.2,Bahia,1,1,F
2015,18.0,632.9,550.3,601.7,574.5,Paraná,1,1,F
2015,20.0,510.6,515.5,553.3,528.2,Minas Gerais,1,1,F
2015,26.0,600.7,470.9,433.1,429.6,Rio Grande do Sul,1,1,M
2015,22.0,544.5,492.4,537.5,384.9,Rio de Janeiro,1,1,F
2015,22.0,585.1,476.3,531.5,451.3,Espírito Santo,1,1,M
2015,35.0,,,,,Rondônia,0,0,F
2015,16.0,659.2,623.9,590.9,665.7,Pernambuco,1,1,M
2015,20.0,640.9,477.5,576.6,404.0,Bahia,1,1,M
2015,21.0,568.9,470.8,515.8,399.3,Maranhão,1,1,F
2015,25.0,578.2,423.3,481.1,367.4,São Paulo,1,1,F
2015,27.0,603.0,531.2,518.2,538.5,Ceará,1,1,F
2015,21.0,556.6,515.5,603.4,545.1,Paraná,1,1,M
2015,24.0,588.2,562.6,507.4,473.3,São Paulo,1,1,M
2015,19.0,620.5,476.3,546.0,554.9,São Paulo,1,1,F
2015,42.0,,,,,São Paulo,0,0,M
2015,27.0,614.1,527.5,,,Rio de Janeiro,1,0,M
2015,21.0,600.1,563.1,576.1,517.2,Bahia,1,1,M
2015,27.0,502.6,503.4,447.2,370.1,Rio de Janeiro,1,1,F
2015,23.0,482.8,427.8,506.7,388.5,Paraná,1,1,F
2015,18.0,597.2,491.6,526.6,564.9,Ceará,1,1,F
2015,25.0,,,,,Rio Grande do Norte,0,0,F
2015,20.0,547.5,455.2,,,São Paulo,1,0,F
2015,18.0,,,,,São Paulo,0,0,F
2015,21.0,597.7,535.7,587.2,678.4,São Paulo,1,1,M
2015,27.0,,,,,São Paulo,0,0,M
2015,38.0,669.1,519.4,583.6,523.4,Minas Gerais,1,1,F
2015,23.0,517.5,443.5,486.3,366.3,São Paulo,1,1,F
2015,39.0,,,,,Mato Grosso,0,0,M
2015,22.0,,,,,Espírito Santo,0,0,M
2015,16.0,517.9,432.5,455.3,388.9,Minas Gerais,1,1,M
2015,21.0,512.4,419.6,498.6,526.7,São Paulo,1,1,M
2015,21.0,671.2,542.6,680.9,475.0,Goiás,1,1,F
2015,22.0,550.1,471.2,547.3,479.4,Bahia,1,1,F
2015,19.0,627.8,501.2,591.6,601.3,São Paulo,1,1,F
2015,18.0,592.8,547.5,608.2,510.5,Espírito Santo,1,1,F
2015,21.0,,,,,Pará,0,0,F
2015,19.0,723.4,768.1,692.5,768.0,São Paulo,1,1,F
2015,23.0,605.2,436.4,567.3,512.3,São Paulo,1,1,F
2015,19.0,712.7,672.3,624.4,842.3,Paraíba,1,1,M
2015,19.0,721.2,610.5,634.5,565.2,São Paulo,1,1,M
2015,31.0,554.9,510.6,438.4,492.8,São Paulo,1,1,M
2015,19.0,615.7,580.6,553.6,542.8,Santa Catarina,1,1,F
2015,19.0,516.7,398.7,533.0,439.7,Rio Grande do Sul,1,1,F
2015,21.0,653.9,551.7,512.8,684.4,Ceará,1,1,M
2015,28.0,,,,,Goiás,0,0,F
2015,22.0,,,,,Pernambuco,0,0,F
2015,24.0,614.1,452.4,577.9,551.2,Rio de Janeiro,1,1,F
2015,23.0,497.4,406.4,480.4,409.3,Minas Gerais,1,1,F
2015,35.0,594.9,521.6,533.3,379.0,Maranhão,1,1,F
2015,28.0,,,,,Ceará,0,0,M
2015,22.0,631.6,522.5,514.7,483.7,Pernambuco,1,1,F
2015,24.0,654.0,572.1,566.6,528.6,Ceará,1,1,M
2015,23.0,696.0,619.9,580.2,704.5,Minas Gerais,1,1,F
2015,17.0,,,,,Rio Grande do Norte,0,0,F
2015,24.0,550.1,416.8,403.3,491.3,São Paulo,1,1,M
2015,28.0,,,,,Bahia,0,0,M
2015,24.0,593.7,541.2,605.2,689.3,Minas Gerais,1,1,F
2015,22.0,644.5,561.5,594.1,514.1,Santa Catarina,1,1,F
2015,18.0,658.9,597.4,606.6,674.8,São Paulo,1,1,F
2015,25.0,636.7,482.4,664.0,498.9,Rio de Janeiro,1,1,M
2015,24.0,486.9,481.7,463.8,528.7,Bahia,1,1,F
2015,15.0,525.2,455.6,531.5,357.7,Minas Gerais,1,1,M
2015,30.0,,,,,Amazonas,0,0,F
2015,19.0,567.6,427.0,510.2,381.1,São Paulo,1,1,F
2015,22.0,574.9,523.7,508.7,488.3,Rio Grande do Sul,1,1,M
2015,27.0,627.5,366.7,516.4,404.8,Pernambuco,1,1,M
2015,28.0,527.2,393.3,416.0,452.0,São Paulo,1,1,M
2015,36.0,,,,,Ceará,0,0,M
2015,25.0,657.1,552.5,540.0,535.7,Espírito Santo,1,1,M
2015,17.0,594.0,468.1,493.1,494.2,São Paulo,1,1,F
2015,21.0,646.4,592.6,607.4,712.2,Alagoas,1,1,F
2015,20.0,650.6,613.5,642.5,423.8,Rio de Janeiro,1,1,M
2015,19.0,587.9,493.0,526.0,488.8,Minas Gerais,1,1,F
2015,25.0,,,,,Ceará,0,0,F
2015,30.0,,,,,Minas Gerais,0,0,F
2015,19.0,446.1,453.0,483.7,335.7,Pernambuco,1,1,F
2015,21.0,651.0,688.4,531.8,699.0,Pará,1,1,M
2015,20.0,605.3,513.6,563.0,335.9,São Paulo,1,1,F
2015,29.0,546.2,503.5,579.8,388.1,Bahia,1,1,F
2015,20.0,579.9,529.2,530.9,527.8,São Paulo,1,1,M
2015,23.0,615.3,479.9,562.3,369.6,Rio Grande do Sul,1,1,F
2015,34.0,688.3,649.7,601.8,642.3,Distrito Federal,1,1,M
2015,22.0,628.3,569.1,578.3,586.4,São Paulo,1,1,M
2015,38.0,441.0,471.0,453.0,446.3,Rio de Janeiro,1,1,F
2015,22.0,560.6,378.5,602.6,438.8,São Paulo,1,1,F
2015,18.0,620.2,603.2,587.0,551.3,Alagoas,1,1,F
2015,26.0,556.1,423.4,512.3,394.8,São Paulo,1,1,M
2015,26.0,,,,,Maranhão,0,0,M
2015,33.0,611.3,511.5,539.3,357.5,Minas Gerais,1,1,M
2015,20.0,698.4,592.4,636.7,743.9,São Paulo,1,1,M
2015,18.0,597.7,540.9,549.1,369.0,Pernambuco,1,1,M
2015,19.0,648.3,565.0,614.4,574.8,São Paulo,1,1,F
2015,36.0,,,,,Bahia,0,0,M
2015,18.0,516.2,387.8,488.1,319.5,Minas Gerais,1,1,F
2015,23.0,646.4,559.3,626.4,461.0,Rio de Janeiro,1,1,F
2015,17.0,647.6,640.3,619.3,680.8,Santa Catarina,1,1,F
2015,30.0,442.7,372.4,495.8,422.3,São Paulo,1,1,F
2015,20.0,555.0,416.0,551.2,357.4,Rio de Janeiro,1,1,F
2015,22.0,,,,,Bahia,0,0,M
2015,19.0,401.9,452.4,347.2,385.9,Paraná,1,1,M
2015,27.0,560.8,426.1,543.0,436.3,Distrito Federal,1,1,F
2015,24.0,587.0,517.5,541.7,572.7,São Paulo,1,1,F
2015,18.0,587.9,625.1,562.1,657.9,Pernambuco,1,1,F
2015,32.0,605.8,505.3,573.4,449.4,Ceará,1,1,F
2015,18.0,,,,,Santa Catarina,0,0,F
2015,31.0,640.4,555.5,659.2,503.0,Acre,1,1,M
2015,17.0,562.1,465.3,494.6,457.0,Alagoas,1,1,F
2015,21.0,599.4,466.5,523.6,360.4,Pernambuco,1,1,M
2015,17.0,662.2,516.7,599.6,504.1,São Paulo,1,1,F
2015,21.0,,,,,Bahia,0,0,F
2015,19.0,658.8,610.3,558.8,579.7,São Paulo,1,1,M
2015,23.0,597.4,559.8,548.0,343.1,São Paulo,1,1,F
2015,31.0,617.6,395.7,553.6,348.0,Paraíba,1,1,M
2015,51.0,679.5,564.5,538.4,544.6,Bahia,1,1,M
2015,26.0,749.2,603.9,679.6,594.4,São Paulo,1,1,F
2015,18.0,597.2,338.4,500.9,382.2,Bahia,1,1,M
2015,23.0,571.2,489.4,471.4,527.5,Rio de Janeiro,1,1,M
2015,35.0,,,,,Rio Grande do Sul,0,0,M
2015,20.0,568.4,471.8,452.6,540.6,Santa Catarina,1,1,F
2015,31.0,598.2,529.8,542.8,449.7,São Paulo,1,1,F
2015,25.0,543.0,469.1,543.8,427.0,São Paulo,1,1,F
2015,22.0,,,,,São Paulo,0,0,M
2015,20.0,575.9,453.4,543.8,587.1,Minas Gerais,1,1,F
2015,19.0,,,,,São Paulo,0,0,F
2015,23.0,,,,,Distrito Federal,0,0,M
2015,22.0,601.2,534.8,528.9,534.7,Pará,1,1,M
2015,26.0,585.9,394.3,475.4,503.8,Maranhão,1,1,F
2015,34.0,522.9,449.7,398.1,436.2,Minas Gerais,1,1,F
2015,41.0,,,,,Minas Gerais,0,0,M
2015,20.0,567.3,366.9,548.7,459.9,São Paulo,1,1,F
2015,16.0,608.1,551.5,523.9,503.1,Paraná,1,1,F
2015,36.0,,,,,Roraima,0,0,F
2015,19.0,568.2,417.5,511.9,355.6,Ceará,1,1,F
2015,21.0,635.0,586.8,583.4,522.5,Rio de Janeiro,1,1,M
2015,31.0,,,,,Pernambuco,0,0,M
2015,19.0,621.2,577.7,595.4,500.4,Ceará,1,1,F
2015,37.0,527.0,483.4,,,Pernambuco,1,0,M
2015,24.0,,,,,São Paulo,0,0,M
2015,17.0,667.0,650.8,625.2,751.7,São Paulo,1,1,M
2015,31.0,568.1,489.7,537.2,517.1,Paraíba,1,1,M
2015,39.0,645.5,559.5,502.5,345.7,Espírito Santo,1,1,M
2015,24.0,648.1,488.0,583.2,406.9,Paraná,1,1,F
2015,28.0,619.5,534.7,544.8,568.4,Minas Gerais,1,1,M
2015,26.0,590.8,602.4,557.7,616.5,Bahia,1,1,F
2015,25.0,609.7,454.2,540.5,394.4,Paraíba,1,1,M
2015,25.0,,,,,São Paulo,0,0,F
2015,18.0,528.4,392.1,492.6,446.0,São Paulo,1,1,M
2015,26.0,618.9,508.4,420.1,544.3,Rio de Janeiro,1,1,M
2015,24.0,,,,,São Paulo,0,0,F
2015,21.0,537.5,477.7,534.2,475.5,Rio de Janeiro,1,1,F
2015,19.0,701.2,700.9,636.6,674.6,Rio de Janeiro,1,1,F
2015,20.0,658.2,471.2,606.9,507.7,Santa Catarina,1,1,F
2015,47.0,653.3,522.1,538.8,479.7,Rio de Janeiro,1,1,M
2015,18.0,624.6,519.8,562.4,426.2,Espírito Santo,1,1,M
2015,20.0,623.3,575.0,556.6,699.3,Espírito Santo,1,1,M
2015,24.0,623.5,435.9,534.6,437.4,Minas Gerais,1,1,M
2015,25.0,,,,,São Paulo,0,0,F
2015,23.0,610.7,441.5,505.4,629.7,São Paulo,1,1,M
2015,37.0,,,,,São Paulo,0,0,F
2015,23.0,622.8,487.9,572.5,633.6,Bahia,1,1,F
2015,26.0,621.5,473.3,618.2,590.0,Pernambuco,1,1,F
2015,24.0,581.4,469.2,546.5,610.7,Minas Gerais,1,1,F
2015,19.0,660.4,651.8,604.0,668.7,Minas Gerais,1,1,M
2015,19.0,607.8,474.2,534.5,436.2,São Paulo,1,1,F
2015,20.0,639.8,568.8,623.3,547.5,São Paulo,1,1,M
2015,17.0,668.8,632.5,614.1,620.7,Pernambuco,1,1,F
2015,19.0,583.5,508.8,568.0,423.6,Rio Grande do Sul,1,1,F
2015,40.0,640.0,439.7,,,Ceará,1,0,F
2015,23.0,618.5,481.3,578.4,441.1,Goiás,1,1,M
2015,29.0,629.2,433.8,585.9,497.8,São Paulo,1,1,M
2015,20.0,618.8,527.2,541.4,542.9,Goiás,1,1,M
2015,18.0,560.0,504.6,590.8,592.0,São Paulo,1,1,F
2015,27.0,598.0,598.3,522.1,618.9,Bahia,1,1,M
2015,23.0,489.9,415.8,,,Rio Grande do Norte,1,0,F
2015,19.0,617.6,594.2,607.4,615.4,Paraná,1,1,M
2015,28.0,594.7,477.0,554.5,428.9,Rio Grande do Sul,1,1,F
2015,26.0,,,,,Maranhão,0,0,F
2015,33.0,631.4,429.9,572.6,445.8,Rio de Janeiro,1,1,F
2015,21.0,601.2,502.8,553.5,525.7,Minas Gerais,1,1,M
2015,19.0,,,,,São Paulo,0,0,F
2015,21.0,562.7,514.9,492.0,482.2,Minas Gerais,1,1,M
2015,47.0,490.6,458.5,427.6,418.9,Bahia,1,1,F
2015,18.0,595.0,472.7,522.2,510.5,Rio de Janeiro,1,1,F
2015,19.0,605.9,544.4,564.9,534.1,Bahia,1,1,M
2015,20.0,,,,,Rio de Janeiro,0,0,F
2015,24.0,664.7,614.3,623.5,603.5,Rio Grande do Sul,1,1,M
2015,19.0,,,,,Paraná,0,0,F
2015,18.0,599.5,542.6,399.5,409.2,São Paulo,1,1,M
2015,19.0,513.3,432.5,456.1,415.9,Espírito Santo,1,1,F
2015,21.0,598.6,447.0,512.2,453.9,São Paulo,1,1,M
2015,23.0,542.1,502.4,,,São Paulo,1,0,F
2015,28.0,568.9,489.6,565.8,443.4,Rio de Janeiro,1,1,M
2015,17.0,538.0,463.0,444.5,378.3,Minas Gerais,1,1,F
2015,28.0,583.0,535.4,548.8,505.7,São Paulo,1,1,F
2015,18.0,,,,,Bahia,0,0,M
2015,27.0,626.1,432.8,519.6,614.5,Espírito Santo,1,1,M
2015,31.0,,,,,Mato Grosso,0,0,M
2015,32.0,,,,,Distrito Federal,0,0,M
2015,30.0,713.8,639.0,646.7,595.1,Rio de Janeiro,1,1,F
2015,30.0,708.1,757.5,682.5,795.8,São Paulo,1,1,F
2015,27.0,,,,,Paraíba,0,0,M
2015,23.0,,,,,Rio de Janeiro,0,0,F
2015,25.0,527.8,393.3,400.5,320.4,Ceará,1,1,M
2015,20.0,494.8,506.8,478.2,393.6,Minas Gerais,1,1,F
2015,22.0,,,,,Distrito Federal,0,0,F
2015,22.0,546.1,527.1,476.0,378.3,Pernambuco,1,1,M
2015,21.0,,,,,Paraná,0,0,F
2015,19.0,,,,,Paraná,0,0,F
2015,18.0,,,,,São Paulo,0,0,F
2015,34.0,574.0,442.0,547.0,464.3,Bahia,1,1,F
2015,40.0,,,,,Santa Catarina,0,0,M
2015,24.0,578.0,451.4,510.0,391.4,Pernambuco,1,1,F
2015,20.0,620.1,477.5,580.3,658.9,Goiás,1,1,F
2015,18.0,628.3,596.7,584.2,629.7,Ceará,1,1,M
2015,24.0,,,,,Minas Gerais,0,0,F
2015,25.0,,,,,São Paulo,0,0,M
2015,34.0,614.1,484.8,493.9,424.3,Minas Gerais,1,1,M
2015,38.0,728.7,528.9,597.6,347.5,Minas Gerais,1,1,M
2015,35.0,,,,,Espírito Santo,0,0,F
2015,28.0,,,,,São Paulo,0,0,F
2015,27.0,,,,,Rio de Janeiro,0,0,M
2015,19.0,615.3,485.9,531.0,524.1,Paraná,1,1,M
2015,21.0,620.0,550.0,555.8,493.4,Bahia,1,1,F
2015,23.0,,,,,Bahia,0,0,F
2015,22.0,,,,,São Paulo,0,0,F
2015,22.0,,,,,Espírito Santo,0,0,M
2015,23.0,570.7,538.9,470.9,328.0,São Paulo,1,1,F
2015,16.0,541.2,459.2,480.6,367.6,Pernambuco,1,1,F
2015,16.0,651.5,519.5,577.1,443.7,Amazonas,1,1,F
2015,26.0,,,,,Minas Gerais,0,0,M
2015,19.0,497.6,468.3,544.7,550.9,São Paulo,1,1,F
2015,20.0,581.4,552.1,541.4,385.6,Ceará,1,1,F
2015,19.0,601.2,473.0,558.6,582.6,Espírito Santo,1,1,F
2015,23.0,,,,,Rio de Janeiro,0,0,F
2015,23.0,628.1,551.0,625.0,653.0,Minas Gerais,1,1,F
2015,36.0,577.3,464.7,456.3,402.3,São Paulo,1,1,M
2015,21.0,,,,,São Paulo,0,0,M
2015,28.0,766.5,650.7,657.2,717.7,São Paulo,1,1,M
2015,20.0,623.2,538.0,575.2,443.0,São Paulo,1,1,M
2015,19.0,544.4,396.8,471.5,496.4,Bahia,1,1,F
2015,21.0,,,,,Rio de Janeiro,0,0,M
2015,21.0,554.7,425.4,494.2,494.3,São Paulo,1,1,F
2015,19.0,643.5,595.9,640.7,756.0,São Paulo,1,1,M
2015,17.0,508.4,462.9,519.3,515.2,Pernambuco,1,1,F
2015,23.0,,,,,São Paulo,0,0,F
2015,20.0,570.3,430.2,502.2,520.1,São Paulo,1,1,F
2015,29.0,,,,,São Paulo,0,0,M
2015,21.0,588.3,442.8,603.9,592.1,São Paulo,1,1,F
2015,18.0,584.4,502.1,576.1,566.7,São Paulo,1,1,F
2015,36.0,566.5,430.0,549.7,391.4,São Paulo,1,1,M
2015,25.0,461.5,550.8,502.8,348.3,Piauí,1,1,F
2015,34.0,630.7,503.9,588.0,521.3,Ceará,1,1,M
2015,23.0,573.5,522.8,573.3,573.2,São Paulo,1,1,F
2015,22.0,623.3,421.5,503.8,362.4,São Paulo,1,1,M
2015,18.0,615.1,593.5,600.8,598.9,Rio Grande do Sul,1,1,F
2015,28.0,644.8,578.4,617.3,691.0,São Paulo,1,1,M
2015,32.0,,,,,Pernambuco,0,0,M
2015,24.0,544.9,403.7,569.2,340.0,Minas Gerais,1,1,M
2015,25.0,,,,,Paraná,0,0,F
2015,23.0,,,,,Minas Gerais,0,0,F
2015,21.0,626.7,493.6,594.4,555.5,Minas Gerais,1,1,M
2015,19.0,696.1,679.3,618.5,822.3,Espírito Santo,1,1,F
2015,27.0,577.9,545.8,574.0,530.0,Mato Grosso,1,1,F
2015,25.0,662.7,627.1,619.1,668.6,Minas Gerais,1,1,F
2015,30.0,,,,,Rio Grande do Sul,0,0,F
2015,30.0,569.2,513.9,521.5,338.6,Paraíba,1,1,F
2015,29.0,481.4,452.6,422.2,331.0,Mato Grosso do Sul,1,1,F
2015,21.0,548.4,525.5,574.8,522.9,Rio de Janeiro,1,1,F
2015,19.0,610.1,472.6,391.3,455.2,Rio de Janeiro,1,1,M
2015,19.0,,,,,São Paulo,0,0,M
2015,29.0,555.4,389.2,488.9,356.4,São Paulo,1,1,F
2015,18.0,543.6,382.6,501.0,475.4,Goiás,1,1,F
2015,25.0,,,,,Rio Grande do Sul,0,0,F
2015,28.0,653.7,584.5,608.0,577.8,Goiás,1,1,M
2015,22.0,,,,,Rio Grande do Sul,0,0,F
2015,34.0,697.7,713.7,675.2,740.6,São Paulo,1,1,M
2015,24.0,561.4,469.1,426.7,450.4,Alagoas,1,1,M
2015,26.0,,,,,Distrito Federal,0,0,F
2015,16.0,564.6,543.6,513.7,449.0,São Paulo,1,1,F
2015,20.0,,,,,Distrito Federal,0,0,F
2015,20.0,688.4,618.4,691.8,575.7,Bahia,1,1,M
2015,25.0,578.4,441.1,553.0,476.7,Rio Grande do Norte,1,1,M
2015,32.0,549.5,556.6,527.9,584.5,Rio Grande do Sul,1,1,F
2015,26.0,611.6,510.3,560.9,580.3,Minas Gerais,1,1,M
2015,29.0,467.4,528.7,430.2,473.3,Rio Grande do Sul,1,1,F
2015,37.0,,,,,Rio Grande do Sul,0,0,F
2015,33.0,,,,,Minas Gerais,0,0,M
2015,23.0,618.6,553.6,602.2,591.8,Minas Gerais,1,1,F
2015,30.0,622.0,559.7,580.4,444.9,Pará,1,1,M
2015,41.0,609.8,531.7,524.7,452.1,Ceará,1,1,M
2015,20.0,577.4,474.8,507.0,357.3,Pernambuco,1,1,F
2015,18.0,635.9,535.5,579.1,481.6,Distrito Federal,1,1,F
2015,21.0,566.4,435.6,542.0,398.8,Rio de Janeiro,1,1,F
2015,28.0,606.8,518.8,540.9,576.6,Paraíba,1,1,M
2015,26.0,577.0,409.3,490.1,363.5,Paraná,1,1,M
2015,22.0,588.7,540.6,523.5,365.1,Pará,1,1,F
2015,18.0,663.2,668.7,651.2,618.2,São Paulo,1,1,F
2015,21.0,632.9,506.5,499.6,529.3,Rio Grande do Sul,1,1,F
2015,43.0,599.6,527.3,552.5,477.6,Minas Gerais,1,1,F
2015,32.0,622.5,444.7,559.2,508.1,Rio Grande do Sul,1,1,F
2015,17.0,566.8,447.8,466.0,462.3,Rio de Janeiro,1,1,M
2015,34.0,,,,,São Paulo,0,0,F
2015,18.0,558.2,545.9,454.2,355.1,Maranhão,1,1,F
2015,37.0,661.7,630.8,,,São Paulo,1,0,M
2015,19.0,546.5,500.3,549.0,436.2,Pernambuco,1,1,F
2015,20.0,553.0,537.9,531.2,465.3,Minas Gerais,1,1,F
2015,20.0,,,,,Maranhão,0,0,M
2015,21.0,422.6,433.3,,,Rio de Janeiro,1,0,M
2015,24.0,659.1,574.6,599.6,512.3,Paraná,1,1,M
2015,18.0,491.8,434.0,391.7,406.0,Paraíba,1,1,M
